Cmdline: /data/bin/simpleperf record -p 19357 -o /sdcard/perf_19357.data --duration 360
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 754961
Event count: 347477464523

Children  Self   Command          Pid    Tid    Shared Object                                                                         Symbol
0.02%     0.02%  RenderThread     19357  19825  /system/lib64/libc.so                                                                 je_malloc
0.02%     0.02%  Thread-59        19357  20290  /system/lib64/libsqlite.so                                                            sqlite3BtreeMovetoUnpacked
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/lib64/libc.so                                                                 copy_long
0.02%     0.02%  Thread-59        19357  21126  [kernel.kallsyms]                                                                     clear_page
0.02%     0.02%  Thread-59        19357  21127  [kernel.kallsyms]                                                                     page_remove_rmap
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.graphics.Matrix.nIsAffine [DEDUPED]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a000]
0.02%     0.02%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxContext::GenerateOrderedBinList(EsxRenderBucket*, EsxBinningPass const*, unsigned int) const
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/lib64/libutils.so                                                             android::RefBase::incStrong(void const*) const
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3d0]
0.02%     0.02%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     kmem_cache_alloc
0.02%     0.02%  HeapTaskDaemon   19357  19368  /system/lib64/libart.so                                                               art::InternTable::Table::VisitRoots(art::RootVisitor*)
0.02%     0.02%  Thread-59        19357  21126  [kernel.kallsyms]                                                                     page_remove_rmap
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::JniMethodStart(art::Thread*)
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a434]
0.02%     0.02%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     cpu_switch_to
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a4a0]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3d8]
0.02%     0.02%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              android::uirenderer::Matrix4::load(SkMatrix const&)
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.View.invalidateInternal
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a054]
0.02%     0.02%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::ValidateFsFboLinkage()
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a018]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a440]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3cc]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a400]
0.02%     0.02%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     avc_lookup
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art_quick_unlock_object
0.02%     0.02%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     __arch_copy_from_user
0.02%     0.02%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              android::uirenderer::AnimatorManager::pushStaging()
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.ViewRootImpl$ConsumeBatchedInputRunnable.run
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3b8]
0.02%     0.02%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxBltLib::StoreBin(EsxRenderBucket*, EsxRect*, unsigned int, int, unsigned int, unsigned int, EsxHwBltEngine)
0.02%     0.02%  Thread-59        19357  21126  [kernel.kallsyms]                                                                     _raw_spin_unlock_irqrestore
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.os.Message.obtain
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a060]
0.02%     0.02%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xPipeline::ValidateGfxShaderStages()
0.02%     0.02%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxMemPool::AddToFreeList(EsxBufferDesc*)
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.os.Handler.sendMessageAtTime
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a00c]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3b4]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3a0]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+149f58]
0.02%     0.02%  RenderThread     19357  19825  /system/lib64/libgui.so                                                               @plt
0.02%     0.02%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     sys_epoll_wait
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a024]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+149fc8]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3f4]
0.02%     0.02%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              _ZN12_GLOBAL__N_19TextureOp14onPrepareDrawsEPN12GrMeshDrawOp6TargetE$ee8cd5f33f057dc9f7fb792e58a58877
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+149fcc]
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::Monitor::TryLockLocked(art::Thread*)
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3a8]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a39c]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a428]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+149fd0]
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a48c]
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.os.MessageQueue.enqueueMessage
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+149fa0]
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.companion.CompanionDeviceManager.getCallingPackage [DEDUPED]
0.02%     0.02%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     cpu_switch_to
0.02%     0.02%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::HwGenerateStoreBin(EsxRenderBucket*, unsigned int, unsigned int, int, unsigned int, unsigned int*)
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.lang.String.indexOf
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.content.res.Configuration.fixUpLocaleList
0.02%     0.02%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     __pi___inval_cache_range
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+149f94]
0.02%     0.02%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxCmdMgr::GetCmdSpace(EsxCmdBufType, unsigned int)
0.02%     0.02%  HeapTaskDaemon   19357  19368  /system/lib64/libart.so                                                               art::gc::collector::ConcurrentCopying::IsMarked(art::mirror::Object*)
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3ac]
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.ViewRootImpl.draw
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.Display.getDisplayAdjustments
0.02%     0.02%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     __softirqentry_text_start
0.02%     0.02%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.RenderNode.isValid
0.02%     0.02%  Thread-59        19357  20290  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   libabenchmark.so[+14a3c0]
0.02%     0.02%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     el0_sys
0.02%     0.02%  RenderThread     19357  19825  /system/lib64/libc.so                                                                 android::properties::PropertyInfoArea::GetPropertyInfoIndexes(char const*, unsigned int*, unsigned int*) const
0.02%     0.02%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     find_get_entries
